,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
1754,1754,7,employee,,21.0,yes,platinum,6,18.0,3.0,,,3,terrace,,K.L,3.0,6821.0,1026349.0,18478.0,Reject,6
1755,1755,7,employee,,11.0,no,normal,6,18.0,3.0,2.0,1.0,3,terrace,13.0,K.L,1.0,,1077594.0,16289.0,Accept,8
1756,1756,7,employee,629558.0,16.0,yes,normal,6,,3.0,2.0,,3,,,K.L,,12562.0,522464.0,,Accept,7
1757,1757,7,employee,399239.0,24.0,no,platinum,6,18.0,3.0,2.0,1.0,2,terrace,13.0,K.L,3.0,4902.0,539284.0,,Accept,6
1758,1758,7,employee,,18.0,yes,normal,6,18.0,3.0,2.0,1.0,3,terrace,,K.L,3.0,,1042170.0,13266.0,Accept,8
1759,1759,7,employee,442706.0,12.0,no,gold,6,18.0,3.0,,1.0,3,terrace,13.0,K.L,2.0,7950.0,1291027.0,17028.0,Accept,7
1760,1760,7,employee,379666.0,,yes,normal,6,,3.0,,,3,terrace,13.0,K.L,2.0,8857.0,1044220.0,,Accept,9
1761,1761,7,employee,433415.0,11.0,no,normal,6,,3.0,2.0,,1,terrace,13.0,K.L,,6955.0,539718.0,19161.0,Accept,7
1762,1762,7,employee,764299.0,,yes,normal,6,,3.0,,1.0,3,terrace,13.0,K.L,1.0,6482.0,1170819.0,16097.0,Accept,8
1763,1763,7,employee,540741.0,,no,gold,6,18.0,3.0,,1.0,3,terrace,,K.L,2.0,12147.0,1382951.0,14122.0,Reject,9
1764,1764,7,employee,743792.0,24.0,yes,gold,6,18.0,3.0,,,2,terrace,13.0,K.L,3.0,8970.0,495105.0,,Reject,6
1765,1765,7,employee,585302.0,14.0,no,gold,6,18.0,3.0,2.0,1.0,1,terrace,13.0,K.L,3.0,6633.0,937696.0,14207.0,Reject,6
1766,1766,7,employee,772965.0,15.0,yes,normal,6,,3.0,,1.0,3,terrace,,K.L,,3911.0,1076192.0,13230.0,Accept,7
1767,1767,7,employee,614275.0,21.0,no,normal,6,18.0,,,,3,terrace,13.0,K.L,3.0,8107.0,593526.0,9209.0,Accept,9
1768,1768,7,employee,240715.0,18.0,yes,platinum,6,,3.0,2.0,1.0,2,terrace,13.0,K.L,3.0,10945.0,707142.0,,Accept,9
1769,1769,7,employee,,24.0,no,normal,6,18.0,,2.0,1.0,2,terrace,13.0,K.L,3.0,,584819.0,,Accept,6
1770,1770,7,employee,324193.0,12.0,yes,normal,6,,,2.0,1.0,2,terrace,13.0,K.L,1.0,11714.0,747208.0,19448.0,Accept,8
1771,1771,7,employee,,13.0,no,gold,6,18.0,,,1.0,2,terrace,,K.L,2.0,6664.0,1427112.0,10976.0,Reject,8
1772,1772,7,employee,,20.0,yes,normal,6,18.0,3.0,2.0,1.0,3,terrace,13.0,K.L,3.0,3633.0,,,Accept,8
1773,1773,7,employee,257764.0,24.0,no,platinum,6,,3.0,2.0,,2,terrace,13.0,K.L,,9744.0,1210206.0,,Accept,6
1774,1774,7,employee,568785.0,19.0,yes,normal,6,,3.0,2.0,,2,terrace,13.0,K.L,3.0,4412.0,1043792.0,,Reject,9
1775,1775,7,employee,316799.0,20.0,no,gold,6,18.0,3.0,2.0,1.0,3,terrace,,K.L,1.0,6550.0,1366925.0,13806.0,Accept,8
1776,1776,7,employee,711605.0,14.0,yes,gold,6,18.0,3.0,2.0,1.0,1,terrace,13.0,K.L,3.0,4587.0,785763.0,,Accept,9
1777,1777,7,employee,304376.0,23.0,no,normal,6,18.0,3.0,,1.0,3,terrace,13.0,K.L,3.0,4127.0,779510.0,,Accept,6
1778,1778,7,employee,681968.0,13.0,yes,normal,6,18.0,3.0,,1.0,2,terrace,,K.L,3.0,4105.0,938900.0,,Accept,9
1779,1779,7,employee,,,no,normal,6,18.0,,,1.0,2,terrace,,K.L,2.0,8978.0,776339.0,11436.0,Accept,9
1780,1780,7,employee,,14.0,yes,normal,6,18.0,,,1.0,1,terrace,13.0,K.L,1.0,5861.0,668241.0,19083.0,Reject,6
1781,1781,7,employee,,17.0,no,normal,6,18.0,3.0,,1.0,2,terrace,13.0,K.L,,10098.0,699544.0,17686.0,Reject,8
1782,1782,7,employee,136209.0,21.0,yes,gold,6,18.0,,,,2,terrace,13.0,K.L,,10600.0,466172.0,16214.0,Reject,7
1783,1783,7,employee,162914.0,10.0,no,normal,6,18.0,3.0,2.0,1.0,1,terrace,13.0,K.L,,12411.0,,,Accept,9
1784,1784,7,employee,207997.0,22.0,yes,gold,6,18.0,3.0,,,3,terrace,13.0,K.L,1.0,10945.0,1449337.0,,Accept,8
1785,1785,7,employee,655882.0,18.0,no,gold,6,18.0,,2.0,1.0,2,terrace,13.0,K.L,1.0,11287.0,737770.0,,Accept,9
1786,1786,7,employee,750638.0,,yes,normal,6,18.0,3.0,2.0,1.0,1,terrace,,K.L,1.0,,441597.0,15880.0,Accept,7
1787,1787,7,employee,701044.0,15.0,no,normal,6,18.0,3.0,,1.0,2,terrace,13.0,K.L,3.0,4248.0,1230574.0,,Accept,7
1788,1788,7,employee,,15.0,yes,normal,6,18.0,3.0,,,2,terrace,,K.L,,11882.0,1330001.0,,Accept,9
1789,1789,7,employee,,12.0,no,normal,6,,3.0,2.0,1.0,3,terrace,,K.L,3.0,6005.0,1340551.0,,Reject,7
1790,1790,7,employee,506709.0,13.0,yes,normal,6,18.0,,2.0,,2,,13.0,K.L,3.0,9460.0,565876.0,,Accept,7
1791,1791,7,employee,412164.0,21.0,no,normal,6,,3.0,2.0,,1,terrace,13.0,K.L,2.0,6311.0,680759.0,19516.0,Accept,9
1792,1792,7,employee,212723.0,24.0,yes,,6,,,2.0,1.0,1,terrace,13.0,K.L,3.0,11487.0,697464.0,19679.0,Accept,7
1793,1793,7,employee,269768.0,23.0,no,normal,6,18.0,3.0,2.0,1.0,2,terrace,13.0,K.L,2.0,5714.0,1322578.0,10694.0,Reject,9
1794,1794,7,employee,403745.0,10.0,yes,gold,6,,3.0,2.0,,3,terrace,13.0,K.L,3.0,9292.0,1063089.0,17212.0,Accept,6
1795,1795,7,employee,200659.0,20.0,no,gold,6,18.0,3.0,2.0,1.0,2,terrace,13.0,K.L,3.0,11732.0,980742.0,,Accept,8
1796,1796,7,employee,,17.0,yes,normal,6,18.0,3.0,2.0,1.0,2,terrace,13.0,K.L,1.0,,,,Accept,6
1797,1797,7,employee,309876.0,15.0,no,normal,6,18.0,3.0,,,3,terrace,13.0,K.L,1.0,4295.0,1168699.0,,Accept,9
1798,1798,7,employee,543155.0,12.0,yes,normal,6,,3.0,,1.0,1,terrace,13.0,K.L,1.0,,1403488.0,,Accept,8
1799,1799,7,employee,,,no,gold,6,18.0,,2.0,,2,terrace,13.0,K.L,2.0,9953.0,844352.0,7740.0,Accept,6
1800,1800,5,Fresh_Graduate,216458.0,16.0,yes,gold,6,19.0,,,4.0,1,terrace,10.0,N.Sembilan,3.0,,,7926.0,Accept,9
1801,1801,5,Fresh_Graduate,623552.0,12.0,no,normal,6,,5.0,,4.0,3,terrace,10.0,N.Sembilan,1.0,8545.0,540066.0,,Accept,6
1802,1802,5,Fresh_Graduate,622793.0,,yes,gold,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,,,611949.0,16955.0,Accept,9
1803,1803,5,Fresh_Graduate,614128.0,,no,normal,6,,5.0,2.0,,3,terrace,10.0,N.Sembilan,3.0,11907.0,730342.0,15298.0,Accept,8
1804,1804,5,Fresh_Graduate,523931.0,,yes,platinum,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,2.0,3583.0,1288032.0,11932.0,Accept,7
1805,1805,5,Fresh_Graduate,578401.0,18.0,no,normal,6,19.0,,2.0,4.0,1,terrace,,N.Sembilan,2.0,12443.0,,,Accept,8
1806,1806,5,Fresh_Graduate,,12.0,yes,normal,6,19.0,,,4.0,2,terrace,10.0,N.Sembilan,,7560.0,469573.0,,Accept,8
1807,1807,5,Fresh_Graduate,,23.0,no,,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,3.0,9448.0,1335415.0,16917.0,Accept,8
1808,1808,5,Fresh_Graduate,161167.0,,yes,,6,19.0,,,,3,terrace,10.0,N.Sembilan,3.0,,449707.0,,Accept,8
1809,1809,5,Fresh_Graduate,,15.0,no,gold,6,19.0,5.0,,4.0,2,terrace,,N.Sembilan,3.0,,1010822.0,15309.0,Accept,7
1810,1810,5,Fresh_Graduate,716090.0,20.0,yes,,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,,7093.0,758699.0,,Accept,9
1811,1811,5,Fresh_Graduate,421516.0,13.0,no,normal,6,19.0,5.0,,4.0,2,terrace,10.0,N.Sembilan,1.0,5109.0,1314643.0,,Accept,6
1812,1812,5,Fresh_Graduate,599579.0,,yes,normal,6,,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,1.0,6641.0,991514.0,,Reject,6
1813,1813,5,Fresh_Graduate,570096.0,14.0,no,normal,6,,,,4.0,2,terrace,10.0,N.Sembilan,,11648.0,,16522.0,Accept,6
1814,1814,5,Fresh_Graduate,108198.0,18.0,yes,normal,6,19.0,5.0,2.0,4.0,2,terrace,,N.Sembilan,,9302.0,,,Accept,7
1815,1815,5,Fresh_Graduate,,21.0,no,normal,6,19.0,,,4.0,2,terrace,10.0,N.Sembilan,3.0,9656.0,734627.0,,Accept,8
1816,1816,5,Fresh_Graduate,721169.0,,yes,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,,5310.0,849492.0,13360.0,Accept,6
1817,1817,5,Fresh_Graduate,686852.0,20.0,no,normal,6,19.0,,,,1,terrace,10.0,N.Sembilan,3.0,,905244.0,10208.0,Accept,9
1818,1818,5,Fresh_Graduate,,23.0,yes,gold,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,10795.0,1011030.0,19247.0,Reject,7
1819,1819,5,Fresh_Graduate,710414.0,19.0,no,normal,6,,5.0,2.0,,2,,10.0,N.Sembilan,,,429678.0,,Accept,9
1820,1820,5,Fresh_Graduate,559115.0,15.0,yes,gold,6,19.0,,,,3,terrace,10.0,N.Sembilan,3.0,4438.0,1428997.0,18879.0,Accept,7
1821,1821,5,Fresh_Graduate,363415.0,,no,normal,6,19.0,5.0,,,3,terrace,10.0,N.Sembilan,1.0,12526.0,843425.0,17384.0,Accept,8
1822,1822,5,Fresh_Graduate,435564.0,16.0,yes,normal,6,19.0,5.0,,,3,terrace,10.0,N.Sembilan,1.0,7282.0,1049147.0,9537.0,Accept,6
1823,1823,5,Fresh_Graduate,603130.0,19.0,no,gold,6,19.0,5.0,,4.0,1,terrace,10.0,N.Sembilan,1.0,11408.0,535965.0,,Reject,6
1824,1824,5,Fresh_Graduate,,22.0,yes,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,,1320898.0,,Accept,7
1825,1825,5,Fresh_Graduate,418995.0,10.0,no,gold,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,2.0,8170.0,913324.0,16149.0,Accept,7
1826,1826,5,Fresh_Graduate,411718.0,18.0,yes,normal,6,19.0,5.0,2.0,,1,terrace,10.0,N.Sembilan,3.0,,1361893.0,19814.0,Reject,7
1827,1827,5,Fresh_Graduate,,18.0,no,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,,10863.0,,,Reject,7
1828,1828,5,Fresh_Graduate,166051.0,18.0,yes,normal,6,19.0,,,4.0,1,,10.0,N.Sembilan,3.0,12561.0,801445.0,10840.0,Reject,6
1829,1829,5,Fresh_Graduate,247708.0,15.0,no,platinum,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,,1344087.0,18239.0,Accept,8
1830,1830,5,Fresh_Graduate,,24.0,yes,normal,6,,,,4.0,1,terrace,,N.Sembilan,1.0,6947.0,1204044.0,,Accept,8
1831,1831,5,Fresh_Graduate,,,no,normal,6,,,2.0,4.0,3,,10.0,N.Sembilan,,10297.0,1320706.0,,Reject,8
1832,1832,5,Fresh_Graduate,691805.0,21.0,yes,platinum,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,8637.0,1274988.0,14922.0,Accept,9
1833,1833,5,Fresh_Graduate,545974.0,11.0,no,gold,6,19.0,5.0,2.0,,3,terrace,10.0,N.Sembilan,2.0,6008.0,862358.0,13025.0,Accept,9
1834,1834,5,Fresh_Graduate,,23.0,yes,gold,6,,,2.0,,2,terrace,10.0,N.Sembilan,2.0,12078.0,1095885.0,12181.0,Accept,9
1835,1835,5,Fresh_Graduate,330320.0,20.0,no,platinum,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,3746.0,816003.0,18969.0,Accept,8
1836,1836,5,Fresh_Graduate,148051.0,18.0,yes,gold,6,19.0,5.0,,4.0,3,terrace,10.0,N.Sembilan,1.0,,862236.0,19575.0,Accept,6
1837,1837,5,Fresh_Graduate,,12.0,no,normal,6,19.0,5.0,,4.0,1,terrace,10.0,N.Sembilan,2.0,8648.0,465076.0,,Accept,9
1838,1838,5,Fresh_Graduate,458732.0,21.0,yes,gold,6,19.0,5.0,,4.0,2,terrace,10.0,N.Sembilan,1.0,7355.0,523248.0,17939.0,Reject,8
1839,1839,5,Fresh_Graduate,380989.0,12.0,no,platinum,6,19.0,,,4.0,1,terrace,10.0,N.Sembilan,3.0,4005.0,781768.0,18082.0,Accept,8
1840,1840,5,Fresh_Graduate,274777.0,20.0,yes,,6,,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,,,919532.0,19747.0,Accept,8
1841,1841,5,Fresh_Graduate,,15.0,no,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,,,1181659.0,14120.0,Accept,9
1842,1842,5,Fresh_Graduate,355102.0,12.0,yes,platinum,6,19.0,,2.0,4.0,3,terrace,10.0,N.Sembilan,3.0,9860.0,969909.0,10374.0,Accept,9
1843,1843,5,Fresh_Graduate,717087.0,15.0,no,normal,6,19.0,,,4.0,2,terrace,10.0,N.Sembilan,3.0,8088.0,1348953.0,,Accept,9
1844,1844,5,Fresh_Graduate,796753.0,17.0,yes,gold,6,,5.0,2.0,,2,terrace,10.0,N.Sembilan,2.0,8478.0,,,Accept,6
1845,1845,5,Fresh_Graduate,568218.0,23.0,no,gold,6,19.0,5.0,2.0,4.0,3,,10.0,N.Sembilan,2.0,6416.0,1227607.0,18770.0,Reject,9
1846,1846,5,Fresh_Graduate,530875.0,13.0,yes,normal,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,2.0,3672.0,423118.0,16919.0,Reject,9
1847,1847,5,Fresh_Graduate,371203.0,14.0,no,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,,755485.0,,Accept,9
1848,1848,5,Fresh_Graduate,773450.0,17.0,yes,normal,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.Sembilan,3.0,10007.0,1018954.0,10787.0,Accept,9
1849,1849,5,Fresh_Graduate,463641.0,24.0,no,normal,6,,5.0,2.0,,1,terrace,10.0,N.Sembilan,,5320.0,1138181.0,17716.0,Reject,8
1850,1850,5,Fresh_Graduate,557301.0,,yes,normal,6,,,2.0,,3,terrace,10.0,N.Sembilan,3.0,7600.0,1203974.0,16414.0,Accept,8
1851,1851,5,Fresh_Graduate,189047.0,11.0,no,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,2.0,,1283399.0,,Accept,9
1852,1852,5,Fresh_Graduate,294397.0,,yes,normal,6,19.0,,2.0,,2,terrace,10.0,N.Sembilan,2.0,6067.0,778833.0,,Accept,9
1853,1853,5,Fresh_Graduate,384163.0,11.0,no,gold,6,19.0,5.0,,4.0,2,terrace,,N.Sembilan,,6492.0,629335.0,,Reject,8
1854,1854,5,Fresh_Graduate,453067.0,14.0,yes,normal,6,19.0,5.0,2.0,4.0,1,terrace,,N.Sembilan,,9973.0,900113.0,15194.0,Accept,7
1855,1855,5,Fresh_Graduate,456404.0,14.0,no,gold,6,19.0,5.0,2.0,,1,terrace,10.0,N.Sembilan,,,523732.0,7609.0,Accept,8
1856,1856,5,Fresh_Graduate,556806.0,24.0,yes,normal,6,19.0,5.0,2.0,,2,terrace,10.0,N.Sembilan,,8075.0,446613.0,,Accept,7
1857,1857,5,Fresh_Graduate,381842.0,15.0,no,platinum,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.Sembilan,1.0,8837.0,753999.0,9073.0,Accept,8
1858,1858,5,Fresh_Graduate,,19.0,yes,normal,6,19.0,5.0,,4.0,3,terrace,10.0,N.Sembilan,3.0,10767.0,462165.0,12547.0,Accept,7
1859,1859,5,Fresh_Graduate,102930.0,11.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.Sembilan,1.0,10133.0,628838.0,13988.0,Accept,9
1860,1860,5,Fresh_Graduate,292538.0,,yes,gold,6,19.0,5.0,,4.0,3,terrace,10.0,N.S,3.0,9480.0,930501.0,,Accept,7
1861,1861,5,Fresh_Graduate,,12.0,no,gold,6,,,2.0,,3,terrace,10.0,N.S,,,1026037.0,8144.0,Accept,6
1862,1862,5,Fresh_Graduate,701734.0,22.0,yes,normal,6,19.0,,2.0,4.0,3,terrace,,N.S,3.0,,1081433.0,,Reject,7
1863,1863,5,Fresh_Graduate,348196.0,21.0,no,gold,6,19.0,,2.0,,1,,10.0,N.S,1.0,,,9187.0,Accept,6
1864,1864,5,Fresh_Graduate,724489.0,19.0,yes,gold,6,19.0,5.0,,4.0,1,terrace,10.0,N.S,,,421997.0,,Accept,6
1865,1865,5,Fresh_Graduate,777450.0,18.0,no,normal,6,,,2.0,4.0,1,terrace,10.0,N.S,,,,13572.0,Reject,7
1866,1866,5,Fresh_Graduate,236686.0,22.0,yes,normal,6,19.0,5.0,,4.0,3,,10.0,N.S,,3824.0,850154.0,8536.0,Accept,9
1867,1867,5,Fresh_Graduate,123998.0,24.0,no,normal,6,19.0,,,4.0,2,terrace,10.0,N.S,3.0,8586.0,489201.0,10347.0,Accept,7
1868,1868,5,Fresh_Graduate,564449.0,22.0,yes,normal,6,19.0,,,4.0,1,,10.0,N.S,,,762381.0,16933.0,Reject,9
1869,1869,5,Fresh_Graduate,147091.0,,no,normal,6,,5.0,,4.0,3,terrace,10.0,N.S,2.0,,728468.0,,Accept,7
1870,1870,5,Fresh_Graduate,192185.0,22.0,yes,normal,6,,5.0,2.0,4.0,2,terrace,10.0,N.S,1.0,8596.0,445421.0,13000.0,Accept,7
1871,1871,5,Fresh_Graduate,,,no,gold,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,3.0,,935389.0,,Reject,7
1872,1872,5,Fresh_Graduate,148232.0,10.0,yes,gold,6,,5.0,2.0,4.0,2,terrace,10.0,N.S,2.0,,937368.0,9021.0,Accept,9
1873,1873,5,Fresh_Graduate,690811.0,17.0,no,gold,6,,,2.0,4.0,1,terrace,10.0,N.S,2.0,,654749.0,,Accept,6
1874,1874,5,Fresh_Graduate,584859.0,11.0,yes,normal,6,19.0,,,,1,terrace,,N.S,,5096.0,1446612.0,9832.0,Accept,9
1875,1875,5,Fresh_Graduate,485602.0,21.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,3.0,11544.0,633199.0,18432.0,Accept,7
1876,1876,5,Fresh_Graduate,,20.0,yes,platinum,6,,5.0,2.0,4.0,2,terrace,,N.S,1.0,6231.0,1030387.0,,Accept,9
1877,1877,5,Fresh_Graduate,,10.0,no,gold,6,19.0,,2.0,4.0,2,terrace,10.0,N.S,,,1372601.0,,Accept,7
1878,1878,5,Fresh_Graduate,460499.0,20.0,yes,gold,6,,5.0,2.0,,1,terrace,10.0,N.S,1.0,6920.0,765807.0,10260.0,Accept,8
1879,1879,5,Fresh_Graduate,554317.0,12.0,no,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,1.0,,626260.0,18294.0,Accept,7
1880,1880,5,Fresh_Graduate,769546.0,12.0,yes,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,2.0,6346.0,426976.0,8450.0,Accept,7
1881,1881,5,Fresh_Graduate,266135.0,11.0,no,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,2.0,,581160.0,11037.0,Accept,6
1882,1882,5,Fresh_Graduate,401643.0,,yes,normal,6,19.0,5.0,2.0,4.0,3,terrace,10.0,N.S,,,770693.0,16950.0,Reject,7
1883,1883,5,Fresh_Graduate,465188.0,14.0,no,platinum,6,,,,4.0,2,terrace,,N.S,1.0,8235.0,742590.0,17411.0,Reject,6
1884,1884,5,Fresh_Graduate,606920.0,18.0,yes,normal,6,19.0,5.0,2.0,4.0,1,terrace,10.0,N.S,,12147.0,1117309.0,,Accept,9
1885,1885,5,Fresh_Graduate,536137.0,15.0,no,normal,6,19.0,,2.0,4.0,3,terrace,10.0,N.S,2.0,8109.0,978529.0,,Accept,6
1886,1886,5,Fresh_Graduate,285205.0,,yes,gold,6,19.0,,2.0,4.0,3,terrace,10.0,N.S,,6408.0,,,Accept,9
1887,1887,5,Fresh_Graduate,453561.0,,no,platinum,6,19.0,,2.0,,1,terrace,,N.S,,7091.0,725578.0,,Accept,9
1888,1888,5,Fresh_Graduate,228535.0,24.0,yes,normal,6,,,2.0,,3,terrace,10.0,N.S,3.0,,1384073.0,,Accept,7
1889,1889,5,Fresh_Graduate,473380.0,20.0,no,gold,6,19.0,5.0,2.0,4.0,2,terrace,10.0,N.S,,5200.0,,19806.0,Reject,8
1890,1890,5,Fresh_Graduate,263219.0,,yes,normal,6,19.0,5.0,,4.0,2,terrace,,N.S,,5504.0,701420.0,13768.0,Reject,8
1891,1891,5,Fresh_Graduate,458569.0,21.0,no,gold,6,,5.0,,4.0,1,terrace,10.0,N.S,2.0,6979.0,1294186.0,,Accept,9
1892,1892,5,Fresh_Graduate,,,yes,normal,6,,5.0,2.0,,1,terrace,,N.S,,12198.0,1103409.0,,Reject,7
1893,1893,5,Fresh_Graduate,691624.0,,no,normal,6,19.0,,2.0,4.0,2,terrace,10.0,N.S,3.0,11737.0,1181250.0,,Reject,6
1894,1894,5,Fresh_Graduate,518115.0,12.0,yes,gold,6,19.0,,2.0,,3,terrace,10.0,N.S,3.0,4867.0,1350172.0,,Accept,8
1895,1895,5,Fresh_Graduate,340079.0,12.0,no,normal,6,19.0,5.0,,4.0,1,terrace,10.0,N.S,,7481.0,970731.0,9214.0,Accept,6
1896,1896,5,Fresh_Graduate,,10.0,yes,,6,,5.0,,4.0,1,terrace,10.0,N.S,2.0,,1337629.0,,Reject,6
1897,1897,5,Fresh_Graduate,351490.0,24.0,no,gold,6,19.0,5.0,2.0,4.0,1,terrace,,N.S,,,1249453.0,,Accept,8
1898,1898,5,Fresh_Graduate,505162.0,24.0,yes,normal,6,,5.0,2.0,4.0,2,,10.0,N.S,1.0,11368.0,1163213.0,10598.0,Accept,9
1899,1899,5,Fresh_Graduate,439643.0,21.0,no,platinum,6,19.0,5.0,2.0,,3,terrace,10.0,N.S,3.0,,1151717.0,,Accept,6
1900,1900,7,Fresh_Graduate,578752.0,19.0,yes,normal,6,19.0,6.0,5.0,,2,condominium,10.0,Sarawak,3.0,,467818.0,,Accept,9
1901,1901,7,Fresh_Graduate,768786.0,,no,normal,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Sarawak,,7968.0,1123028.0,15816.0,Reject,6
1902,1902,7,Fresh_Graduate,607537.0,13.0,yes,normal,6,19.0,,5.0,4.0,1,condominium,10.0,Sarawak,2.0,9498.0,1186354.0,13407.0,Accept,6
1903,1903,7,Fresh_Graduate,498850.0,,no,normal,6,,6.0,5.0,4.0,2,condominium,10.0,Sarawak,,10281.0,502313.0,9994.0,Accept,9
1904,1904,7,Fresh_Graduate,284369.0,12.0,yes,gold,6,19.0,6.0,,4.0,1,condominium,10.0,Sarawak,2.0,6442.0,,,Accept,6
1905,1905,7,Fresh_Graduate,733761.0,,no,gold,6,,6.0,5.0,,2,condominium,,Sarawak,3.0,5028.0,966636.0,11727.0,Accept,8
1906,1906,7,Fresh_Graduate,448111.0,18.0,yes,gold,6,,6.0,5.0,,2,condominium,10.0,Sarawak,,6336.0,643481.0,11580.0,Accept,6
1907,1907,7,Fresh_Graduate,574998.0,22.0,no,normal,6,19.0,6.0,,4.0,1,condominium,10.0,Sarawak,,5157.0,1280253.0,19602.0,Accept,7
1908,1908,7,Fresh_Graduate,217840.0,14.0,yes,normal,6,,6.0,5.0,4.0,3,condominium,10.0,Sarawak,,9799.0,1340350.0,13048.0,Accept,7
1909,1909,7,Fresh_Graduate,753710.0,14.0,no,gold,6,19.0,6.0,,4.0,3,condominium,10.0,Sarawak,,,1322984.0,,Reject,7
1910,1910,7,Fresh_Graduate,728241.0,11.0,yes,gold,6,19.0,6.0,5.0,4.0,2,condominium,10.0,Sarawak,2.0,11609.0,1136396.0,,Accept,6
1911,1911,7,Fresh_Graduate,541858.0,,no,normal,6,19.0,6.0,,4.0,3,condominium,,Sarawak,2.0,5597.0,,15696.0,Accept,6
1912,1912,7,Fresh_Graduate,268616.0,,yes,normal,6,19.0,,5.0,4.0,1,condominium,10.0,Sarawak,2.0,5109.0,770739.0,,Accept,9
1913,1913,7,Fresh_Graduate,573899.0,14.0,no,,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sarawak,,6666.0,1376062.0,19352.0,Accept,7
1914,1914,7,Fresh_Graduate,428659.0,14.0,yes,gold,6,19.0,,5.0,4.0,2,condominium,10.0,Sarawak,1.0,,969954.0,,Accept,8
1915,1915,7,Fresh_Graduate,391251.0,15.0,no,gold,6,,,5.0,,3,condominium,10.0,Sarawak,1.0,12286.0,1270179.0,18599.0,Accept,7
1916,1916,7,Fresh_Graduate,,17.0,yes,gold,6,19.0,,5.0,4.0,3,condominium,10.0,Sarawak,1.0,5293.0,739749.0,18531.0,Accept,7
1917,1917,7,Fresh_Graduate,558142.0,18.0,no,normal,6,19.0,6.0,5.0,4.0,1,condominium,10.0,Sarawak,,6226.0,1380306.0,,Accept,8
1918,1918,7,Fresh_Graduate,,20.0,yes,normal,6,19.0,6.0,,4.0,2,condominium,10.0,Sarawak,2.0,6926.0,1058859.0,18374.0,Accept,8
1919,1919,7,Fresh_Graduate,410035.0,,no,normal,6,19.0,6.0,5.0,4.0,3,condominium,10.0,Sarawak,1.0,,1316141.0,,Accept,9
1920,1920,7,Fresh_Graduate,,22.0,yes,normal,6,19.0,6.0,5.0,,1,condominium,10.0,Sabah,,3611.0,1155236.0,,Accept,9
1921,1921,7,Fresh_Graduate,,,no,normal,6,,6.0,5.0,4.0,1,condominium,,Sabah,,5562.0,1003369.0,,Accept,9
1922,1922,7,Fresh_Graduate,139096.0,,yes,gold,6,,6.0,5.0,4.0,3,,10.0,Sabah,,3649.0,553642.0,12636.0,Reject,7
1923,1923,7,Fresh_Graduate,759439.0,20.0,no,normal,6,,6.0,,4.0,3,condominium,,Sabah,3.0,3585.0,,,Reject,7
1924,1924,7,Fresh_Graduate,738805.0,20.0,yes,normal,6,19.0,6.0,5.0,,1,condominium,10.0,Sabah,,9366.0,1142894.0,11068.0,Accept,6
1925,1925,7,Fresh_Graduate,300161.0,,no,normal,6,,6.0,5.0,4.0,2,condominium,10.0,Sabah,3.0,10010.0,1191156.0,7598.0,Accept,8
